visit_id	wifi_id	date	indices
v3809	9810	17176	48110;48111;48154;48158;48193;48194;48195;48200
v3826	9859	17213	209169;209170;209171;209173;209185;209198;209219;209226;209232;209233;209235;209269;209273;209274;209306
v3865	9937	17217	225695;225700;225706;225714;225716;225722;225727;225728;225730;225752;225754;225784;225785
v3866	9937	17225	260670;260672;260692;260693;260694;260706;260707
v3879	9967	17219	236273;236274;236279;236281
v3885	9995	17188	99284;99312;99348;99350;99362;99413
v3900	10054	17205	175246;175338;175343;175398;175413;175414;175427
v3928	10123	17196	130440;130446;130458;130467;130784;130832;130909;130930;130961
v3933	10137	17222	244992;244994;244996;245010;245070;245108;245162
v3955	10192	17179	60457;60463;60474;60476;60483;60486;60497;60500;60502;60503;60694;60703;60715;60721
v3958	10198	17206	180065;180081;180084;180117;180161
v3959	10201	17220	237820;237832;237860;237877;237925;237966;237998;237999;238021
v3960	10209	17199	148955;148957;148958;148962;148965
v3969	10244	17206	179916;179926;179927;179929;179932;179933;179934;179935;179936
v3983	10285	17176	50406;50408;50410;50427;50432;50453;50464;50465
v3988	10292	17197	132611;132612;132621;132623;132627;132636;132658;132675;132680;132681;132682;132688;132783
v3989	10292	17203	165320;165323;165326;165339;165345;165350;165351;165352;165428;165430;165439;165441;165470;165483;165489;165491
v4001	10315	17221	242055;242056;242057;242059
v4017	10352	17223	251072;251077;251095;251096;251129;251138
v4020	10363	17222	246304;246475;246504;246570;246819;246841
v4021	10364	17182	71506;71507;71520;71542;71562;71565;71573;71576;71868;71870;71875;72006;72007;72009
v4022	10364	17227	267043;267045;267048;267068;267070;267082
v4028	10377	17175	46927;46928;46929;46939;46949;46950;46951
v4029	10377	17178	55404;55414;55418;55426;55429;55430;55432
v4039	10400	17212	205592;205596;205623;205624;205627;205633;205638
v4040	10401	17197	133496;133498;133501;133513;133520;133580;133582;133589;133590;133617;133672;133684;133688;133708;133709;133710;133714;133720
v4041	10401	17201	157737;157740;157748;157750;157821;157839;157841;157848;158429;158736;158779;158790
v4053	10439	17167	5125;5156;5231;5242;5249;5280;5402;5409;5412;5418;5421
v4055	10441	17223	254887;254888;254911;254928;254947;254959;254964;254983;254989;255058;255059;255060;255064;255069;255116;255117;255118;255172;255173;255174;255175
v4056	10444	17170	23161;23162;23177
v4057	10444	17202	160443;160453;160456;160475;160476;160478;160495;160504;160515;160518;160523
v4058	10452	17168	8801;8820;8863;8868;8943;8944;8950;8951;9043;9045;9051;9063;9112;9462;9470;9484;9490;9515;9554;9555
v4059	10453	17192	115368;115396;115407;115413;115457;115461
